beta,timestep_ns,src,dst,baseline_path,da_path,path_changed,baseline_hop_count,da_hop_count,baseline_total_cost_m,da_modified_total_cost_m,baseline_path_da_modified_cost_m,da_path_baseline_cost_m,baseline_physical_rtt_ms,da_physical_rtt_ms
0.02,110000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5018991.748230025,5062383.506436583,5062383.506436583,5018991.748230025,33.48310882610679,33.48310882610679
0.02,110000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,False,15,15,34385597.89678751,34617606.09042545,34617606.09042545,34385597.89678751,229.3960170057881,229.3960170057881
0.02,110000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,False,15,15,34385597.89678751,34188863.07996866,34188863.07996866,34385597.89678751,229.3960170057881,229.3960170057881
0.02,110000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23250195.867659993,23251555.81416484,23251555.81416484,23250195.867659993,155.10861095551638,155.10861095551638
0.02,110000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23250195.867659993,23218630.446613282,23218630.446613282,23250195.867659993,155.10861095551638,155.10861095551638
0.02,110000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,18962139.757729035,18859391.310747664,18859391.310747664,18962139.757729035,126.50177982615583,126.50177982615583
0.02,110000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,18962139.757729035,19077583.516728662,19077583.516728662,18962139.757729035,126.50177982615583,126.50177982615583
0.05,0,399,447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,False,17,17,40036604.01522177,41269071.93741561,41269071.93741561,40036604.01522177,267.095471862883,267.095471862883
0.05,0,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,False,17,17,40036604.015221775,38803771.1088686,38803771.1088686,40036604.015221775,267.0954718628831,267.0954718628831
0.05,0,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18697558.98184062,18439943.787154067,18439943.787154067,18697558.98184062,124.73668688383496,124.73668688383496
0.05,0,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18697558.981840618,18990470.58753562,18990470.58753562,18697558.981840618,124.73668688383493,124.73668688383493
0.05,0,386,424,386->195->196->197->198->211->224->237->250->263->276->289->302->303->424,386->195->196->197->198->211->224->237->250->263->276->289->302->303->424,False,14,14,30747829.403975915,30163463.2497962,30163463.2497962,30747829.403975915,205.12743788888721,205.12743788888721
0.05,0,424,386,424->303->302->289->276->263->250->237->224->211->198->197->196->195->386,424->303->302->289->276->263->250->237->224->211->198->197->196->195->386,False,14,14,30747829.40397591,31332210.575043224,31332210.575043224,30747829.40397591,205.1274378888872,205.1274378888872
0.05,0,355,401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,False,14,14,32034182.872998983,32127294.24098315,32127294.24098315,32034182.872998983,213.70906450888089,213.70906450888089
0.05,0,401,355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,False,14,14,32034182.87299898,32010426.991713766,32010426.991713766,32034182.87299898,213.70906450888086,213.70906450888086
0.05,0,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,13213667.082365327,13166614.64982912,13166614.64982912,13213667.082365327,88.15209809157591,88.15209809157591
0.05,0,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,13213667.082365327,13234073.793104615,13234073.793104615,13213667.082365327,88.15209809157591,88.15209809157591
0.05,0,432,446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,False,19,19,38360467.36273173,37839336.311497144,37839336.311497144,38360467.36273173,255.913491744557,255.913491744557
0.05,0,446,432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,False,19,19,38360467.36273173,38878885.09530473,38878885.09530473,38360467.36273173,255.913491744557,255.913491744557
0.05,0,394,361,394->44->31->18->361,394->44->31->18->361,False,4,4,7216817.817853596,7191796.203500431,7191796.203500431,7216817.817853596,48.14542611244474,48.14542611244474
0.05,0,361,394,361->18->31->44->394,361->18->31->44->394,False,4,4,7216817.817853596,7259616.729008817,7259616.729008817,7216817.817853596,48.14542611244474,48.14542611244474
0.05,0,441,436,441->241->240->239->238->237->224->223->222->436,441->241->240->239->238->237->224->223->222->436,False,9,9,25601337.190057844,26531208.55839734,26531208.55839734,25601337.190057844,170.7937375132889,170.7937375132889
0.05,0,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25601337.19005784,24671017.603397578,24671017.603397578,25601337.19005784,170.79373751328887,170.79373751328887
0.05,0,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,24051705.554096743,24051964.479128953,24051964.479128953,24051705.554096743,160.45570802249298,160.45570802249298
0.05,0,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,24051705.554096743,23980111.102055684,23980111.102055684,24051705.554096743,160.45570802249298,160.45570802249298
0.05,0,364,440,364->183->182->194->193->192->191->178->165->152->139->126->113->100->87->86->440,364->183->182->194->193->192->191->178->165->152->139->126->113->100->87->86->440,False,16,16,38384352.24990928,39289809.55284149,39289809.55284149,38384352.24990928,256.07283456016285,256.07283456016285
0.05,0,440,364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,False,16,16,38384352.24990928,37442975.42780945,37442975.42780945,38384352.24990928,256.07283456016285,256.07283456016285
0.05,10000000000,399,447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,False,17,17,40083167.40738172,41316499.57358663,41316499.57358663,40083167.40738172,267.4061093783868,267.4061093783868
0.05,10000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,False,17,17,40083167.40738173,38851184.71273071,38851184.71273071,40083167.40738173,267.4061093783869,267.4061093783869
0.05,10000000000,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18683258.267640077,18425736.508102678,18425736.508102678,18683258.267640077,124.64128278797511,124.64128278797511
0.05,10000000000,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18683258.267640077,18975800.468743257,18975800.468743257,18683258.267640077,124.64128278797511,124.64128278797511
0.05,10000000000,386,424,386->195->196->197->184->171->158->145->132->424,386->195->196->197->184->171->158->145->132->424,False,9,9,18931668.28721989,18585894.50846308,18585894.50846308,18931668.28721989,126.29849605636103,126.29849605636103
0.05,10000000000,424,386,424->132->145->158->171->184->197->196->195->386,424->132->145->158->171->184->197->196->195->386,False,9,9,18931668.28721989,19238890.516970664,19238890.516970664,18931668.28721989,126.29849605636103,126.29849605636103
0.05,10000000000,355,401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,False,14,14,32082665.313418716,32174546.35602904,32174546.35602904,32082665.313418716,214.03250453631304,214.03250453631304
0.05,10000000000,401,355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,False,14,14,32082665.313418712,32058573.39145084,32058573.39145084,32082665.313418712,214.032504536313,214.032504536313
0.05,10000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,13114791.41125557,13067463.539850287,13067463.539850287,13114791.41125557,87.4924706161592,87.4924706161592
0.05,10000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,13114791.41125557,13135281.469441576,13135281.469441576,13114791.41125557,87.4924706161592,87.4924706161592
0.05,10000000000,432,446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,False,19,19,38358151.93222657,37838247.34373502,37838247.34373502,38358151.93222657,255.89804485492806,255.89804485492806
0.05,10000000000,446,432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,False,19,19,38358151.93222657,38877801.69358784,38877801.69358784,38358151.93222657,255.89804485492806,255.89804485492806
0.05,10000000000,394,361,394->44->31->18->361,394->44->31->18->361,False,4,4,7223426.383665495,7198220.98493522,7198220.98493522,7223426.383665495,48.1895137179568,48.1895137179568
0.05,10000000000,361,394,361->18->31->44->394,361->18->31->44->394,False,4,4,7223426.383665495,7266269.261331575,7266269.261331575,7223426.383665495,48.1895137179568,48.1895137179568
0.05,10000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->240->239->238->237->224->223->222->436,False,9,9,25603531.23752352,26533488.808728255,26533488.808728255,25603531.23752352,170.80837462244307,170.80837462244307
0.05,10000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25603531.23752352,24673311.59324596,24673311.59324596,25603531.23752352,170.80837462244307,170.80837462244307
0.05,10000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23943345.969727397,23943817.011507392,23943817.011507392,23943345.969727397,159.7328106881688,159.7328106881688
0.05,10000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23943345.969727393,23871020.20095953,23871020.20095953,23943345.969727393,159.73281068816877,159.73281068816877
0.05,10000000000,364,440,364->183->182->194->193->192->191->178->165->152->139->126->113->100->87->86->440,364->183->182->194->193->192->191->178->165->152->139->126->113->100->87->86->440,False,16,16,38404398.44118446,39310740.45894433,39310740.45894433,38404398.44118446,256.2065683532603,256.2065683532603
0.05,10000000000,440,364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,False,16,16,38404398.44118446,37463487.27953505,37463487.27953505,38404398.44118446,256.2065683532603,256.2065683532603
0.05,20000000000,399,447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,False,17,17,40137624.25490013,41371827.431371994,41371827.431371994,40137624.25490013,267.76940635978326,267.76940635978326
0.05,20000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,False,17,17,40137624.25490013,38906476.6643149,38906476.6643149,40137624.25490013,267.76940635978326,267.76940635978326
0.05,20000000000,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18675061.722605914,18417625.646951154,18417625.646951154,18675061.722605914,124.58660132541368,124.58660132541368
0.05,20000000000,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18675061.72260591,18967234.362995334,18967234.362995334,18675061.72260591,124.58660132541365,124.58660132541365
0.05,20000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29223697.059503578,28715136.49145012,28715136.49145012,29223697.059503578,194.95952135996413,194.95952135996413
0.05,20000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29223697.059503585,29735009.684154674,29735009.684154674,29223697.059503585,194.95952135996419,194.95952135996419
0.05,20000000000,355,401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,False,14,14,32135864.52890781,32226520.898728095,32226520.898728095,32135864.52890781,214.38741149991046,214.38741149991046
