beta,timestep_ns,src,dst,baseline_path,da_path,path_changed,baseline_hop_count,da_hop_count,baseline_total_cost_m,da_modified_total_cost_m,baseline_path_da_modified_cost_m,da_path_baseline_cost_m,baseline_physical_rtt_ms,da_physical_rtt_ms
0.1,30000000000,364,440,364->183->182->194->193->192->191->178->165->152->139->126->113->100->87->86->440,364->183->184->185->172->159->146->133->120->107->94->81->82->83->84->85->86->440,True,16,17,38464941.85976824,39166056.9042714,40281203.054788955,41770099.4488233,256.61047056606236,278.6601085796715
0.1,30000000000,440,364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,440->86->87->100->113->126->139->152->165->178->191->192->193->194->182->183->364,False,16,16,38464941.859768234,36585013.94549151,36585013.94549151,38464941.859768234,256.6104705660623,256.6104705660623
0.1,40000000000,399,447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,399->19->20->21->22->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,17,18,40268770.26817712,42003138.23832218,42740720.46467012,44028122.8854357,268.644318384935,293.72401947106823
0.1,40000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,False,17,17,40268770.268177114,37809758.137254104,37809758.137254104,40268770.268177114,268.64431838493493,268.64431838493493
0.1,40000000000,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18677766.73676308,18163181.25079781,18163181.25079781,18677766.73676308,124.60464723741035,124.60464723741035
0.1,40000000000,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18677766.73676308,19260595.0987305,19260595.0987305,18677766.73676308,124.60464723741035,124.60464723741035
0.1,40000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29183407.39420388,28169007.566985734,28169007.566985734,29183407.39420388,194.69073764493356,194.69073764493356
0.1,40000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29183407.394203883,30208585.458272167,30208585.458272167,29183407.394203883,194.69073764493356,194.69073764493356
0.1,40000000000,355,401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,False,14,14,32256508.22774978,32432916.337649688,32432916.337649688,32256508.22774978,215.19225962482204,215.19225962482204
0.1,40000000000,401,355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,False,14,14,32256508.227749784,32205960.304778174,32205960.304778174,32256508.227749784,215.19225962482207,215.19225962482207
0.1,40000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12848396.24311393,12752194.873473795,12752194.873473795,12848396.24311393,85.71527335163267,85.71527335163267
0.1,40000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12848396.24311393,12889873.188044569,12889873.188044569,12848396.24311393,85.71527335163267,85.71527335163267
0.1,40000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4631584.447231412,4500538.456806248,4500538.456806248,4631584.447231412,30.898605509491585,30.898605509491585
0.1,40000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4631584.447231412,4779812.415234303,4779812.415234303,4631584.447231412,30.898605509491585,30.898605509491585
0.1,40000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5161574.829526668,4961813.981062036,4961813.981062036,5161574.829526668,34.434320756172376,34.434320756172376
0.1,40000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5161574.829526668,5378522.503259387,5378522.503259387,5161574.829526668,34.434320756172376,34.434320756172376
0.1,40000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25655258.2287413,26591262.111633442,27515683.145306088,29196507.410528988,171.15345996290074,194.77813154678486
0.1,40000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25655258.228741303,23795418.510403935,23795418.510403935,25655258.228741303,171.15345996290077,171.15345996290077
0.1,40000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23656716.823321465,23659049.251208484,23659049.251208484,23656716.823321465,157.82062685060254,157.82062685060254
0.1,40000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23656716.823321458,23507867.085181516,23507867.085181516,23656716.823321458,157.82062685060248,157.82062685060248
0.1,40000000000,364,440,364->18->19->20->21->34->47->60->73->86->440,364->18->19->20->21->34->47->60->73->86->440,False,10,10,24020324.32305553,23271443.33164553,23271443.33164553,24020324.32305553,160.24635498372368,160.24635498372368
0.1,40000000000,440,364,440->86->73->60->47->34->21->20->19->18->364,440->86->73->60->47->34->21->20->19->18->364,False,10,10,24020324.32305553,24675802.228366747,24675802.228366747,24020324.32305553,160.24635498372368,160.24635498372368
0.1,50000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38228815.07289273,39715423.623304695,40501734.22522799,41936045.336210005,255.03520220573884,279.7671803752315
0.1,50000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38228815.07289274,35970393.51668957,35970393.51668957,38228815.07289274,255.0352022057389,255.0352022057389
0.1,50000000000,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18689038.64730432,18174596.46984176,18174596.46984176,18689038.64730432,124.67984533022722,124.67984533022722
0.1,50000000000,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18689038.647304315,19271083.79087682,19271083.79087682,18689038.647304315,124.6798453302272,124.6798453302272
0.1,50000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29174787.66537478,28161762.642239593,28161762.642239593,29174787.66537478,194.6332330039789,194.6332330039789
0.1,50000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29174787.66537478,30201227.135379225,30201227.135379225,29174787.66537478,194.6332330039789,194.6332330039789
0.1,50000000000,355,401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,False,14,14,32323971.48970329,32497917.058809556,32497917.058809556,32323971.48970329,215.64232606347483,215.64232606347483
0.1,50000000000,401,355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,False,14,14,32323971.489703294,32272547.667095605,32272547.667095605,32323971.489703294,215.64232606347483,215.64232606347483
0.1,50000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12771314.455748219,12674599.738370148,12674599.738370148,12771314.455748219,85.2010390184547,85.2010390184547
0.1,50000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12771314.455748219,12812997.833037235,12812997.833037235,12771314.455748219,85.2010390184547,85.2010390184547
0.1,50000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4614684.886427056,4483685.408497889,4483685.408497889,4614684.886427056,30.78586377531256,30.78586377531256
0.1,50000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4614684.886427056,4762705.70004545,4762705.70004545,4614684.886427056,30.78586377531256,30.78586377531256
0.1,50000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5120720.608229354,4920766.766262915,4920766.766262915,5120720.608229354,34.1617707289311,34.1617707289311
0.1,50000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5120720.608229354,5337676.5189127885,5337676.5189127885,5120720.608229354,34.1617707289311,34.1617707289311
0.1,50000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25687066.452633094,26620104.735652182,27547656.63634385,29225132.90935473,171.36566159134725,194.96910031909295
0.1,50000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25687066.452633098,23827435.634478893,23827435.634478893,25687066.452633098,171.36566159134728,171.36566159134728
0.1,50000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23575258.51766868,23578140.910139892,23578140.910139892,23575258.51766868,157.2771955301736,157.2771955301736
0.1,50000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23575258.51766868,23425040.976267222,23425040.976267222,23575258.51766868,157.2771955301736,157.2771955301736
0.1,50000000000,364,440,364->18->19->20->21->34->47->60->73->86->440,364->18->19->20->21->34->47->60->73->86->440,False,10,10,23989446.939080067,23240217.69730147,23240217.69730147,23989446.939080067,160.04036325076643,160.04036325076643
0.1,50000000000,440,364,440->86->73->60->47->34->21->20->19->18->364,440->86->73->60->47->34->21->20->19->18->364,False,10,10,23989446.93908007,24645670.121187292,24645670.121187292,23989446.93908007,160.04036325076643,160.04036325076643
0.1,60000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38224116.667908326,39680827.852073975,40498653.21197386,41900394.94502693,255.00385782158887,279.52934656566265
0.1,60000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38224116.66790832,35967098.823626526,35967098.823626526,38224116.66790832,255.0038578215888,255.0038578215888
0.1,60000000000,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18707106.718581874,18192746.506404683,18192746.506404683,18707106.718581874,124.80038252718067,124.80038252718067
0.1,60000000000,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18707106.718581874,19288378.20527391,19288378.20527391,18707106.718581874,124.80038252718067,124.80038252718067
0.1,60000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29173873.819517177,28162242.801981136,28162242.801981136,29173873.819517177,194.62713648064604,194.62713648064604
0.1,60000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29173873.81951717,30201544.838060185,30201544.838060185,29173873.81951717,194.62713648064602,194.62713648064602
0.1,60000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35319335.90222194,35738241.381506726,35738241.381506726,35319335.90222194,235.62524646448537,235.62524646448537
0.1,60000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35319335.90222193,35128526.58380152,35128526.58380152,35319335.90222193,235.62524646448531,235.62524646448531
0.1,60000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12700929.309901047,12603732.812079735,12603732.812079735,12700929.309901047,84.73147986865666,84.73147986865666
0.1,60000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12700929.30990105,12742800.352934116,12742800.352934116,12700929.30990105,84.73147986865666,84.73147986865666
0.1,60000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4605012.935684202,4474034.360804207,4474034.360804207,4605012.935684202,30.72133946534574,30.72133946534574
0.1,60000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4605012.935684202,4752832.809423359,4752832.809423359,4605012.935684202,30.72133946534574,30.72133946534574
0.1,60000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5086280.866977637,4886151.260532521,4886151.260532521,5086280.866977637,33.932013506341356,33.932013506341356
0.1,60000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5086280.866977637,5303258.171661435,5303258.171661435,5086280.866977637,33.932013506341356,33.932013506341356
0.1,60000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25725820.700796735,26655876.955946617,27586575.790839866,29260694.77882994,171.62420210582306,195.20634357539402
0.1,60000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25725820.70079674,23866396.59707574,23866396.59707574,25725820.70079674,171.6242021058231,171.6242021058231
0.1,60000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23501351.170769457,23504779.47749342,23504779.47749342,23501351.170769457,156.78413878423493,156.78413878423493
0.1,60000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23501351.170769453,23349815.129277766,23349815.129277766,23501351.170769453,156.7841387842349,156.7841387842349
0.1,60000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,19047620.98912445,18533621.992918666,18533621.992918666,19047620.98912445,127.07204921829255,127.07204921829255
0.1,60000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,19047620.989124447,19628901.427622262,19628901.427622262,19047620.989124447,127.07204921829252,127.07204921829252
0.1,70000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38225261.34659276,39652018.78643418,40501415.8800368,41870472.20031784,255.01149429578217,279.32972350036795
0.1,70000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38225261.346592754,35969633.89943824,35969633.89943824,38225261.346592754,255.01149429578211,255.01149429578211
0.1,70000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41714115.67750261,39382155.5612889,39382155.5612889,41714115.67750261,278.28662505914417,278.28662505914417
0.1,70000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->348->10->23->36->37->38->26->27->425,True,19,20,41714115.67750262,43511989.463420376,44069696.350954846,45635093.853998065,278.28662505914417,304.4445758138323
0.1,70000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29180694.46705791,28170469.190043252,28170469.190043252,29180694.46705791,194.67263894315786,194.67263894315786
0.1,70000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29180694.467057906,30209587.756313358,30209587.756313358,29180694.467057906,194.67263894315784,194.67263894315784
0.1,70000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35382094.96677056,35799529.576611616,35799529.576611616,35382094.96677056,236.04392987611823,236.04392987611823
0.1,70000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35382094.96677056,35192727.48755998,35192727.48755998,35382094.96677056,236.04392987611823,236.04392987611823
0.1,70000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12637736.184481531,12540071.405699568,12540071.405699568,12637736.184481531,84.30990071459057,84.30990071459057
0.1,70000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12637736.184481533,12679830.328035127,12679830.328035127,12637736.184481533,84.30990071459057,84.30990071459057
0.1,70000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4602700.6064380035,4471755.919281226,4471755.919281226,4602700.6064380035,30.705913265089567,30.705913265089567
0.1,70000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4602700.6064380035,4750326.301121116,4750326.301121116,4602700.6064380035,30.705913265089567,30.705913265089567
0.1,70000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5058546.115710573,4858222.106247213,4858222.106247213,5058546.115710573,33.74698716210248,33.74698716210248
0.1,70000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5058546.115710573,5275521.563701526,5275521.563701526,5058546.115710573,33.74698716210248,33.74698716210248
0.1,70000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25771281.164490964,26698344.25634127,27632197.812940937,29302947.713611092,171.92748167461212,195.48822481458885
0.1,70000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25771281.164490968,23912066.493320066,23912066.493320066,25771281.164490968,171.92748167461215,171.92748167461215
0.1,70000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23435211.21998916,23439236.970668,23439236.970668,23435211.21998916,156.3429005274653,156.3429005274653
0.1,70000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23435211.21998916,23282383.627937697,23282383.627937697,23435211.21998916,156.3429005274653,156.3429005274653
0.1,70000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,19018757.14352699,18504809.89453819,18504809.89453819,19018757.14352699,126.87949036747942,126.87949036747942
0.1,70000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,19018757.143526994,19599259.158281945,19599259.158281945,19018757.143526994,126.87949036747945,126.87949036747945
0.1,80000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38232185.679628596,39628882.05402113,40509980.47632483,41846230.36003402,255.05768847346116,279.1679993499638
0.1,80000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38232185.679628596,35977913.39494832,35977913.39494832,38232185.679628596,255.05768847346116,255.05768847346116
0.1,80000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41665849.58239898,39335795.645422824,39335795.645422824,41665849.58239898,277.96462833230436,277.96462833230436
0.1,80000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->9->22->35->36->37->38->26->27->425,True,19,20,41665849.58239897,43425596.03126211,44023654.7070381,45574652.07431784,277.9646283323043,304.04135166280827
0.1,80000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29195261.19947357,28186452.72854433,28186452.72854433,29195261.19947357,194.76981772152234,194.76981772152234
0.1,80000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29195261.199473564,30225342.410032015,30225342.410032015,29195261.199473564,194.7698177215223,194.7698177215223
0.1,80000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35452196.244294845,35868116.06278906,35868116.06278906,35452196.244294845,236.51159526031068,236.51159526031068
0.1,80000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35452196.244294845,35264222.593879506,35264222.593879506,35452196.244294845,236.51159526031068,236.51159526031068
0.1,80000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12582193.422101155,12484050.612017782,12484050.612017782,12582193.422101155,83.93935928902624,83.93935928902624
0.1,80000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12582193.422101155,12624515.973799365,12624515.973799365,12582193.422101155,83.93935928902624,83.93935928902624
0.1,80000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4607813.628614797,4476880.271058646,4476880.271058646,4607813.628614797,30.74002367741217,30.74002367741217
0.1,80000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4607813.628614797,4755216.932585524,4755216.932585524,4607813.628614797,30.74002367741217,30.74002367741217
0.1,80000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5037769.554665545,4837265.184734191,4837265.184734191,5037769.554665545,33.6083808663762,33.6083808663762
0.1,80000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5037769.554665545,5254746.557941569,5254746.557941569,5037769.554665545,33.6083808663762,33.6083808663762
0.1,80000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,False,15,15,34058789.526489586,35218533.98658104,35218533.98658104,34058789.526489586,227.2157862389559,227.2157862389559
0.1,80000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,False,15,15,34058789.526489586,33081735.770185433,33081735.770185433,34058789.526489586,227.2157862389559,227.2157862389559
0.1,80000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23376984.027592037,23381647.395748224,23381647.395748224,23376984.027592037,155.9544505125078,155.9544505125078
0.1,80000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23376984.02759204,23222866.47157438,23222866.47157438,23376984.02759204,155.95445051250783,155.95445051250783
0.1,80000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,18995496.58892494,18481626.472188786,18481626.472188786,18995496.58892494,126.72431265048664,126.72431265048664
0.1,80000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,18995496.58892494,19575198.374206837,19575198.374206837,18995496.58892494,126.72431265048664,126.72431265048664
0.1,90000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38244848.34964206,39611447.65417324,40524311.90149132,41827630.43367066,255.14216471477786,279.04391399780087
0.1,90000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38244848.34964205,35991889.320414774,35991889.320414774,38244848.34964205,255.1421647147778,255.1421647147778
0.1,90000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41626927.383664824,39298722.66335938,39298722.66335938,41626927.383664824,277.70496737222675,277.70496737222675
0.1,90000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->9->22->35->36->37->38->26->27->425,True,19,20,41626927.383664824,43339035.27864221,43986993.760157526,45486547.04089639,277.70496737222675,303.45357814769574
0.1,90000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29217572.566231128,28210205.32789356,28210205.32789356,29217572.566231128,194.9186631388247,194.9186631388247
0.1,90000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29217572.566231124,30248804.899281073,30248804.899281073,29217572.566231124,194.91866313882468,194.91866313882468
0.1,90000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35529694.62896295,35944052.99707924,35944052.99707924,35529694.62896295,237.02860883153338,237.02860883153338
0.1,90000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35529694.62896294,35343068.71953265,35343068.71953265,35529694.62896294,237.02860883153332,237.02860883153332
0.1,90000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12534711.666045776,12436101.276509145,12436101.276509145,12534711.666045776,83.62259510908561,83.62259510908561
0.1,90000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12534711.666045774,12577283.07006262,12577283.07006262,12534711.666045774,83.6225951090856,83.6225951090856
0.1,90000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4620354.797521422,4489460.420363924,4489460.420363924,4620354.797521422,30.82368935059348,30.82368935059348
0.1,90000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4620354.797521422,4767540.659629141,4767540.659629141,4620354.797521422,30.82368935059348,30.82368935059348
0.1,90000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5024158.918740967,4823443.1564837,4823443.1564837,5024158.918740967,33.517580477231135,33.517580477231135
0.1,90000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5024158.918740967,5241140.015636868,5241140.015636868,5024158.918740967,33.517580477231135,33.517580477231135
0.1,90000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,False,15,15,34162062.14199877,35321971.53409555,35321971.53409555,34162062.14199877,227.90474696997725,227.90474696997725
0.1,90000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,False,15,15,34162062.14199875,33182783.748124294,33182783.748124294,34162062.14199875,227.90474696997717,227.90474696997717
0.1,90000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23326747.98364901,23332085.76243392,23332085.76243392,23326747.98364901,155.619311701624,155.619311701624
0.1,90000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23326747.983649015,23171369.864226945,23171369.864226945,23326747.983649015,155.619311701624,155.619311701624
0.1,90000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,18978131.187620483,18464344.945685726,18464344.945685726,18978131.187620483,126.60846316300913,126.60846316300913
0.1,90000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,18978131.187620483,19556991.792286374,19556991.792286374,18978131.187620483,126.60846316300913,126.60846316300913
0.1,100000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38263219.38488749,39599669.50510829,40544350.60031025,41814677.91042309,255.2647230697677,278.95750406384866
